Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
83159,2020-08-08,21:07:03.0,42.76 N,0.54 E,11,2.7,Ml,Haute-Garonne,Local,ICGC,83159
83154,2020-08-08,03:39:01.3,42.37 N,2.20 E,5,0.1,Ml,Ripollès,Local,ICGC,83154
83130,2020-08-07,06:48:28.2,42.84 N,0.37 E,25,0.4,Ml,Hautes-Pyrénées,Local,ICGC,83130
83129,2020-08-07,04:37:26.3,42.82 N,2.16 E,6,0.1,Ml,Aude,Local,ICGC,83129
83128,2020-08-06,12:07:08.9,42.96 N,2.97 E,8,0.7,Ml,Aude,Local,ICGC,83128
83113,2020-08-06,04:38:01.5,41.84 N,2.72 E,8,-0.1,Ml,Selva,Local,ICGC,83113
83112,2020-08-06,00:55:19.5,41.84 N,2.78 E,5,0.2,Ml,Selva,Local,ICGC,83112
83111,2020-08-06,00:44:29.9,41.85 N,2.76 E,3,-0.2,Ml,Selva,Local,ICGC,83111
83110,2020-08-06,00:44:18.2,41.84 N,2.79 E,13,0.1,Ml,Selva,Local,ICGC,83110
83109,2020-08-06,00:37:59.8,41.88 N,2.74 E,8,0.1,Ml,Selva,Local,ICGC,83109
83094,2020-08-04,00:53:20.9,42.56 N,0.86 E,8,1.0,Ml,Alta Ribagorça,Local,ICGC,83094
83104,2020-08-03,20:29:56.8,42.51 N,1.03 E,19,-0.2,Ml,Pallars Sobirà,Local,ICGC,83104
83085,2020-08-03,00:05:03.2,42.90 N,0.24 E,0,0.7,Ml,Hautes-Pyrénées,Local,ICGC,83085
83090,2020-08-02,23:06:25.9,41.82 N,2.80 E,10,0.6,Ml,Selva,Local,ICGC,83090
83079,2020-08-01,19:24:57.7,42.24 N,1.99 E,12,0.3,Ml,Berguedà,Local,ICGC,83079
83078,2020-08-01,01:13:40.5,42.33 N,1.41 E,4,-0.7,Ml,Alt Urgell,Local,ICGC,83078
83077,2020-07-31,20:57:35.4,42.86 N,0.22 E,0,-0.1,Ml,Hautes-Pyrénées,Local,ICGC,83077
83076,2020-07-31,20:41:58.3,41.86 N,2.79 E,12,-0.2,Ml,Selva,Local,ICGC,83076
83075,2020-07-31,19:20:08.9,42.55 N,1.00 E,16,-0.4,Ml,Pallars Sobirà,Local,ICGC,83075
83059,2020-07-31,04:22:00.6,42.18 N,2.90 E,4,0.3,Ml,Alt Empordà,Local,ICGC,83059
83073,2020-07-31,04:19:07.6,42.17 N,2.89 E,10,-0.1,Ml,Pla de l'Estany,Local,ICGC,83073
83058,2020-07-30,22:32:38.8,42.22 N,2.52 E,8,0.6,Ml,Garrotxa,Local,ICGC,83058
83070,2020-07-30,20:14:03.1,42.56 N,0.96 E,0,-0.9,Ml,Alta Ribagorça,Local,ICGC,83070
83069,2020-07-30,11:11:43.8,42.90 N,0.70 E,0,0.1,Ml,Haute-Garonne,Local,ICGC,83069
83068,2020-07-30,08:08:50.7,42.33 N,1.40 E,4,0.0,Ml,Alt Urgell,Local,ICGC,83068
83065,2020-07-30,02:33:54.4,42.89 N,0.24 E,0,0.7,Ml,Hautes-Pyrénées,Local,ICGC,83065
83064,2020-07-30,02:30:30.8,42.88 N,0.23 E,3,0.2,Ml,Hautes-Pyrénées,Local,ICGC,83064
83063,2020-07-30,01:48:51.2,42.89 N,0.24 E,1,0.7,Ml,Hautes-Pyrénées,Local,ICGC,83063
83062,2020-07-30,01:22:03.0,42.28 N,1.21 E,7,-0.2,Ml,Alt Urgell,Local,ICGC,83062
83061,2020-07-30,00:59:36.9,42.16 N,1.06 E,0,-0.2,Ml,Pallars Jussà,Local,ICGC,83061
83032,2020-07-29,21:05:05.2,42.35 N,1.82 E,13,2.2,Ml,Cerdanya,Local,ICGC,83032
83052,2020-07-29,20:19:35.3,42.29 N,0.59 E,0,0.0,Ml,Huesca,Local,ICGC,83052
83020,2020-07-29,13:54:22.9,42.35 N,1.82 E,12,1.7,Ml,Cerdanya,Local,ICGC,83020
83015,2020-07-29,09:56:37.3,42.89 N,0.24 E,3,1.7,Ml,Hautes-Pyrénées,Local,ICGC,83015
83049,2020-07-29,08:40:22.0,42.57 N,0.83 E,11,0.4,Ml,Alta Ribagorça,Local,ICGC,83049
83048,2020-07-29,08:38:52.2,42.60 N,0.83 E,13,-0.0,Ml,Alta Ribagorça,Local,ICGC,83048
83047,2020-07-29,00:09:52.6,42.68 N,0.64 E,5,0.2,Ml,Huesca,Local,ICGC,83047
83046,2020-07-29,00:06:22.5,42.65 N,0.65 E,6,0.3,Ml,Huesca,Local,ICGC,83046
83011,2020-07-28,22:12:32.4,42.68 N,0.68 E,12,0.8,Ml,Val d'Aran,Local,ICGC,83011
83055,2020-07-28,21:57:48.2,42.66 N,0.65 E,15,0.2,Ml,Huesca,Local,ICGC,83055
83054,2020-07-28,21:49:56.4,42.65 N,0.64 E,3,0.4,Ml,Huesca,Local,ICGC,83054
83009,2020-07-28,21:45:35.8,42.63 N,0.65 E,5,1.5,Ml,Huesca,Local,ICGC,83009
83045,2020-07-28,21:37:42.5,42.69 N,0.60 E,7,0.3,Ml,Huesca,Local,ICGC,83045
83008,2020-07-28,19:50:56.1,42.26 N,0.76 E,0,1.2,Ml,Pallars Jussà,Local,ICGC,83008
83053,2020-07-28,19:09:19.7,42.60 N,0.58 E,3,0.5,Ml,Huesca,Local,ICGC,83053
83000,2020-07-28,17:30:06.6,42.67 N,0.68 E,10,0.8,Ml,Huesca,Local,ICGC,83000
83043,2020-07-28,03:52:13.1,42.75 N,0.82 E,8,0.0,Ml,Val d'Aran,Local,ICGC,83043
83042,2020-07-27,22:27:50.3,42.66 N,0.64 E,0,0.3,Ml,Huesca,Local,ICGC,83042
82985,2020-07-27,10:24:07.8,42.89 N,0.24 E,6,1.8,Ml,Hautes-Pyrénées,Local,ICGC,82985
82982,2020-07-27,07:21:08.9,42.89 N,0.24 E,5,2.7,Ml,Hautes-Pyrénées,Local,ICGC,82982
83041,2020-07-27,04:46:27.0,42.75 N,0.85 E,11,-0.2,Ml,Val d'Aran,Local,ICGC,83041
83040,2020-07-27,04:09:35.8,40.91 N,0.97 E,0,0.7,Ml,Costa Baix Camp,Local,ICGC,83040
83039,2020-07-27,02:11:15.2,40.62 N,0.36 E,7,0.2,Ml,Montsià,Local,ICGC,83039
83038,2020-07-27,00:51:27.2,42.61 N,0.65 E,2,-0.5,Ml,Huesca,Local,ICGC,83038
82979,2020-07-26,23:40:51.4,42.63 N,0.64 E,1,0.5,Ml,Huesca,Local,ICGC,82979
82978,2020-07-26,23:38:48.3,42.66 N,0.65 E,5,1.8,Ml,Huesca,Local,ICGC,82978
83028,2020-07-26,23:05:56.4,42.47 N,0.43 E,0,0.2,Ml,Huesca,Local,ICGC,83028
83027,2020-07-26,22:41:16.2,42.36 N,1.32 E,0,-1.1,Ml,Alt Urgell,Local,ICGC,83027
83026,2020-07-26,17:13:30.8,42.68 N,0.58 E,0,-0.3,Ml,Huesca,Local,ICGC,83026
82972,2020-07-26,16:16:24.3,42.64 N,0.62 E,8,0.8,Ml,Huesca,Local,ICGC,82972
83025,2020-07-26,09:47:42.2,42.89 N,0.25 E,0,0.5,Ml,Hautes-Pyrénées,Local,ICGC,83025
83024,2020-07-26,03:57:00.5,42.53 N,0.44 E,1,0.6,Ml,Huesca,Local,ICGC,83024
83023,2020-07-26,03:48:30.3,42.54 N,0.45 E,1,0.0,Ml,Huesca,Local,ICGC,83023
83022,2020-07-26,01:04:44.3,42.62 N,0.64 E,5,-0.6,Ml,Huesca,Local,ICGC,83022
83002,2020-07-25,21:06:55.2,42.68 N,0.62 E,0,0.3,Ml,Huesca,Local,ICGC,83002
82999,2020-07-25,19:00:37.7,42.66 N,0.65 E,0,0.5,Ml,Huesca,Local,ICGC,82999
82968,2020-07-25,18:48:06.2,42.67 N,0.65 E,9,0.9,Ml,Huesca,Local,ICGC,82968
82997,2020-07-25,18:42:53.6,42.60 N,0.92 E,12,-0.3,Ml,Val d'Aran,Local,ICGC,82997
82996,2020-07-25,17:54:54.8,40.72 N,0.17 E,0,0.7,Ml,Castelló,Local,ICGC,82996
82961,2020-07-25,06:02:32.0,41.83 N,2.66 E,12,0.6,Ml,Selva,Local,ICGC,82961
82995,2020-07-25,00:51:29.8,42.66 N,0.63 E,0,0.0,Ml,Huesca,Local,ICGC,82995
82942,2020-07-23,01:46:48.8,41.95 N,2.62 E,2,-0.4,Ml,Selva,Local,ICGC,82942
82941,2020-07-23,00:27:34.0,42.36 N,3.21 E,0,0.8,Ml,Costa Alt Empordà,Local,ICGC,82941
82939,2020-07-22,15:07:43.5,42.97 N,0.22 E,4,0.4,Ml,Hautes-Pyrénées,Local,ICGC,82939
82899,2020-07-19,17:49:58.9,42.41 N,2.36 E,7,1.1,Ml,Pyrénées-Orientales,Local,ICGC,82899
82907,2020-07-19,07:42:37.1,42.90 N,0.27 E,6,-0.0,Ml,Hautes-Pyrénées,Local,ICGC,82907
82916,2020-07-19,04:11:41.1,41.74 N,2.84 E,8,0.1,Ml,Selva,Local,ICGC,82916
82904,2020-07-19,04:04:11.1,41.76 N,2.80 E,4,0.4,Ml,Selva,Local,ICGC,82904
82897,2020-07-18,17:33:50.3,41.47 N,2.58 E,61,0.6,Ml,Costa Maresme,Local,ICGC,82897
82892,2020-07-18,07:55:59.3,42.40 N,2.27 E,10,0.2,Ml,Ripollès,Local,ICGC,82892
82863,2020-07-17,06:37:37.8,42.92 N,0.17 E,9,1.4,Ml,Hautes-Pyrénées,Local,ICGC,82863
82873,2020-07-16,22:19:50.8,42.74 N,2.28 E,5,0.5,Ml,Aude,Local,ICGC,82873
82872,2020-07-16,19:53:51.7,42.47 N,1.05 E,6,0.5,Ml,Pallars Sobirà,Local,ICGC,82872
82836,2020-07-16,00:55:31.8,42.89 N,0.24 E,7,1.2,Ml,Hautes-Pyrénées,Local,ICGC,82836
82849,2020-07-16,00:43:38.6,42.87 N,0.23 E,6,0.7,Ml,Hautes-Pyrénées,Local,ICGC,82849
82847,2020-07-15,23:07:07.6,42.84 N,0.20 E,0,0.7,Ml,Hautes-Pyrénées,Local,ICGC,82847
82848,2020-07-15,20:11:08.0,40.19 N,0.98 E,29,1.1,Ml,Mar Mediterrània - Balears,Local,ICGC,82848
82844,2020-07-15,11:54:04.1,42.88 N,0.19 E,0,0.7,Ml,Hautes-Pyrénées,Local,ICGC,82844
82843,2020-07-15,09:04:23.3,42.90 N,0.70 E,17,0.7,Ml,Haute-Garonne,Local,ICGC,82843
82842,2020-07-15,06:58:38.5,42.87 N,0.22 E,15,0.5,Ml,Hautes-Pyrénées,Local,ICGC,82842
82840,2020-07-15,03:17:54.5,41.78 N,2.77 E,5,0.5,Ml,Selva,Local,ICGC,82840
82833,2020-07-14,19:49:17.2,42.65 N,0.64 E,9,-0.1,Ml,Huesca,Local,ICGC,82833
82830,2020-07-14,08:19:36.0,42.92 N,0.31 E,12,0.2,Ml,Hautes-Pyrénées,Local,ICGC,82830
82828,2020-07-14,01:14:21.7,42.92 N,0.01 E,0,0.0,Ml,Hautes-Pyrénées,Local,ICGC,82828
82806,2020-07-13,21:55:43.4,42.90 N,0.24 E,0,1.5,Ml,Hautes-Pyrénées,Local,ICGC,82806
82825,2020-07-13,09:12:16.9,42.73 N,0.88 E,6,-0.4,Ml,Val d'Aran,Local,ICGC,82825
82799,2020-07-12,23:17:23.8,42.89 N,0.15 E,0,0.0,Ml,Hautes-Pyrénées,Local,ICGC,82799
82796,2020-07-12,12:14:16.0,42.92 N,0.26 E,0,0.8,Ml,Hautes-Pyrénées,Local,ICGC,82796
82795,2020-07-12,07:49:08.2,42.48 N,1.78 E,13,-0.4,Ml,Cerdanya,Local,ICGC,82795
82794,2020-07-12,05:35:10.8,42.30 N,1.51 E,1,-0.4,Ml,Alt Urgell,Local,ICGC,82794
82793,2020-07-12,04:47:34.9,42.73 N,1.66 E,3,-0.3,Ml,Ariège,Local,ICGC,82793
82790,2020-07-11,20:05:55.9,42.87 N,0.23 E,3,0.3,Ml,Hautes-Pyrénées,Local,ICGC,82790
82789,2020-07-11,18:22:43.5,42.33 N,1.08 E,8,-0.8,Ml,Pallars Sobirà,Local,ICGC,82789
82788,2020-07-11,13:54:20.5,42.65 N,0.55 E,0,0.6,Ml,Huesca,Local,ICGC,82788
82787,2020-07-11,07:10:52.1,42.54 N,1.01 E,0,0.3,Ml,Pallars Jussà,Local,ICGC,82787
82786,2020-07-11,05:43:30.4,42.32 N,1.91 E,6,-0.0,Ml,Berguedà,Local,ICGC,82786
82774,2020-07-10,18:12:40.4,42.64 N,0.64 E,0,0.1,Ml,Huesca,Local,ICGC,82774
82773,2020-07-10,11:25:46.6,42.90 N,0.24 E,1,0.8,Ml,Hautes-Pyrénées,Local,ICGC,82773
82772,2020-07-10,11:00:29.6,42.63 N,0.64 E,0,0.0,Ml,Huesca,Local,ICGC,82772
82771,2020-07-10,06:10:05.3,42.65 N,0.65 E,1,0.7,Ml,Huesca,Local,ICGC,82771
82770,2020-07-10,06:05:40.4,42.66 N,0.63 E,0,0.8,Ml,Huesca,Local,ICGC,82770
82756,2020-07-09,20:47:19.8,42.89 N,0.24 E,0,1.1,Ml,Hautes-Pyrénées,Local,ICGC,82756
82753,2020-07-09,17:17:59.1,42.90 N,0.24 E,4,2.8,Ml,Hautes-Pyrénées,Local,ICGC,82753
82761,2020-07-09,14:38:41.9,42.88 N,0.26 E,10,0.6,Ml,Hautes-Pyrénées,Local,ICGC,82761
82740,2020-07-09,12:11:00.8,42.90 N,0.24 E,4,3.0,Ml,Hautes-Pyrénées,Local,ICGC,82740
82730,2020-07-09,09:16:40.2,41.80 N,2.90 E,13,1.0,Ml,Gironès,Local,ICGC,82730
82727,2020-07-09,02:44:29.0,42.89 N,0.24 E,6,2.6,Ml,Hautes-Pyrénées,Local,ICGC,82727
82731,2020-07-09,01:09:14.3,42.58 N,0.66 E,4,0.6,Ml,Huesca,Local,ICGC,82731
82721,2020-07-08,19:53:07.4,42.48 N,1.81 E,0,1.0,Ml,Cerdanya,Local,ICGC,82721
82745,2020-07-08,19:16:40.4,42.65 N,0.64 E,0,0.8,Ml,Huesca,Local,ICGC,82745
82744,2020-07-08,19:15:37.8,42.65 N,0.63 E,0,0.5,Ml,Huesca,Local,ICGC,82744
82739,2020-07-08,14:20:19.8,42.52 N,2.00 E,3,0.3,Ml,Pyrénées-Orientales,Local,ICGC,82739
82737,2020-07-08,11:54:40.2,42.43 N,1.37 E,4,0.4,Ml,Alt Urgell,Local,ICGC,82737
82738,2020-07-08,11:54:11.6,42.22 N,1.33 E,0,-0.3,Ml,Alt Urgell,Local,ICGC,82738
82712,2020-07-07,14:30:21.0,42.56 N,0.93 E,0,0.0,Ml,Alta Ribagorça,Local,ICGC,82712
82709,2020-07-07,14:21:35.6,42.90 N,0.25 E,2,1.1,Ml,Hautes-Pyrénées,Local,ICGC,82709
82707,2020-07-07,10:08:14.2,42.89 N,0.25 E,6,1.1,Ml,Hautes-Pyrénées,Local,ICGC,82707
82706,2020-07-07,09:23:24.3,42.89 N,0.24 E,6,1.3,Ml,Hautes-Pyrénées,Local,ICGC,82706
82711,2020-07-07,06:36:33.7,42.91 N,0.23 E,1,0.7,Ml,Hautes-Pyrénées,Local,ICGC,82711
82698,2020-07-07,05:18:37.7,42.88 N,0.25 E,3,1.5,Ml,Hautes-Pyrénées,Local,ICGC,82698
82697,2020-07-07,05:13:35.2,42.89 N,0.25 E,4,2.7,Ml,Hautes-Pyrénées,Local,ICGC,82697
82701,2020-07-06,22:35:43.1,42.66 N,2.59 E,4,0.5,Ml,Pyrénées-Orientales,Local,ICGC,82701
82686,2020-07-05,23:37:03.0,42.68 N,1.11 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,82686
82685,2020-07-05,21:58:55.9,42.61 N,0.68 E,14,0.2,Ml,Huesca,Local,ICGC,82685
82679,2020-07-05,19:34:47.8,42.59 N,1.22 E,10,1.0,Ml,Pallars Sobirà,Local,ICGC,82679
82678,2020-07-04,21:02:07.5,42.83 N,2.45 E,6,0.4,Ml,Pyrénées-Orientales,Local,ICGC,82678
82671,2020-07-04,19:59:04.0,42.73 N,0.56 E,10,0.8,Ml,Haute-Garonne,Local,ICGC,82671
82669,2020-07-04,01:55:21.6,42.98 N,0.22 E,17,0.5,Ml,Hautes-Pyrénées,Local,ICGC,82669
82663,2020-07-03,09:37:31.7,42.53 N,1.02 E,1,-0.2,Ml,Pallars Sobirà,Local,ICGC,82663
82662,2020-07-03,01:05:52.9,42.80 N,2.18 E,7,0.4,Ml,Aude,Local,ICGC,82662
82645,2020-07-02,04:41:36.7,42.56 N,0.90 E,13,-0.1,Ml,Alta Ribagorça,Local,ICGC,82645
82644,2020-07-01,23:55:46.5,42.76 N,1.60 E,24,-0.2,Ml,Ariège,Local,ICGC,82644
82639,2020-07-01,19:43:52.8,41.22 N,0.60 E,6,1.3,Ml,Ribera d'Ebre,Local,ICGC,82639
82641,2020-07-01,19:20:04.3,42.59 N,0.96 E,14,-0.3,Ml,Pallars Sobirà,Local,ICGC,82641
82640,2020-07-01,15:37:12.8,42.54 N,0.94 E,4,-0.4,Ml,Alta Ribagorça,Local,ICGC,82640
82648,2020-07-01,15:16:53.6,42.52 N,0.98 E,14,-0.3,Ml,Pallars Jussà,Local,ICGC,82648
82623,2020-06-30,20:30:33.2,41.77 N,2.58 E,0,0.4,Ml,Selva,Local,ICGC,82623
82617,2020-06-30,16:54:32.7,41.76 N,2.59 E,3,1.0,Ml,Selva,Local,ICGC,82617
82614,2020-06-29,11:30:31.7,42.40 N,1.84 E,8,0.5,Ml,Cerdanya,Local,ICGC,82614
82631,2020-06-28,12:38:28.5,41.50 N,2.50 E,6,0.3,Ml,Costa Maresme,Local,ICGC,82631
82601,2020-06-27,23:25:32.0,41.76 N,2.93 E,7,0.4,Ml,Gironès,Local,ICGC,82601
82600,2020-06-27,23:18:14.0,40.78 N,0.01 E,0,0.9,Ml,Teruel,Local,ICGC,82600
82599,2020-06-27,21:48:21.2,42.59 N,0.89 E,2,-0.5,Ml,Alta Ribagorça,Local,ICGC,82599
82598,2020-06-27,21:10:58.7,41.87 N,2.76 E,3,0.1,Ml,Selva,Local,ICGC,82598
82597,2020-06-27,14:53:11.1,42.60 N,1.02 E,1,0.3,Ml,Pallars Sobirà,Local,ICGC,82597
82588,2020-06-27,03:22:42.3,42.87 N,0.33 E,10,0.4,Ml,Hautes-Pyrénées,Local,ICGC,82588
82566,2020-06-26,03:13:54.3,42.34 N,1.82 E,10,1.3,Ml,Cerdanya,Local,ICGC,82566
82560,2020-06-25,12:00:50.7,41.62 N,2.61 E,0,0.7,Ml,Maresme,Local,ICGC,82560
82553,2020-06-25,01:06:20.8,42.60 N,0.93 E,0,-0.0,Ml,Val d'Aran,Local,ICGC,82553
82548,2020-06-24,17:39:28.1,42.25 N,2.30 E,7,0.6,Ml,Ripollès,Local,ICGC,82548
82543,2020-06-23,22:36:44.1,41.69 N,2.87 E,0,0.6,Ml,Costa Selva,Local,ICGC,82543
82538,2020-06-23,06:03:12.5,42.52 N,1.14 E,8,0.3,Ml,Pallars Sobirà,Local,ICGC,82538
82522,2020-06-22,15:56:47.7,42.94 N,0.27 E,15,1.0,Ml,Hautes-Pyrénées,Local,ICGC,82522
82531,2020-06-22,03:52:13.3,41.71 N,2.68 E,13,0.4,Ml,Maresme,Local,ICGC,82531
82516,2020-06-21,14:34:05.4,42.30 N,1.37 E,7,-0.5,Ml,Alt Urgell,Local,ICGC,82516
82530,2020-06-21,09:45:20.6,42.63 N,0.59 E,10,0.6,Ml,Huesca,Local,ICGC,82530
82511,2020-06-21,01:52:23.8,42.52 N,1.47 E,10,-0.1,Ml,Andorra,Local,ICGC,82511
82507,2020-06-20,22:59:13.9,42.69 N,0.12 E,0,1.2,Ml,Huesca,Local,ICGC,82507
82509,2020-06-20,22:10:01.6,42.84 N,0.22 E,3,0.3,Ml,Hautes-Pyrénées,Local,ICGC,82509
82508,2020-06-20,21:11:24.6,42.93 N,0.24 E,1,0.7,Ml,Hautes-Pyrénées,Local,ICGC,82508
82503,2020-06-19,02:42:43.2,42.36 N,1.43 E,0,-0.5,Ml,Alt Urgell,Local,ICGC,82503
82502,2020-06-18,21:33:10.0,42.34 N,1.35 E,5,-0.3,Ml,Alt Urgell,Local,ICGC,82502
82486,2020-06-18,11:53:58.5,42.75 N,2.35 E,4,0.6,Ml,Aude,Local,ICGC,82486
82482,2020-06-17,23:46:48.6,42.93 N,0.54 E,5,0.2,Ml,Hautes-Pyrénées,Local,ICGC,82482
82477,2020-06-17,12:17:29.2,42.44 N,1.20 E,7,-0.1,Ml,Pallars Sobirà,Local,ICGC,82477
82468,2020-06-17,11:40:35.3,42.46 N,1.19 E,15,0.9,Ml,Pallars Sobirà,Local,ICGC,82468
82465,2020-06-17,11:13:12.5,42.46 N,1.20 E,10,1.5,Ml,Pallars Sobirà,Local,ICGC,82465
82470,2020-06-17,06:12:23.6,42.66 N,0.78 E,5,0.2,Ml,Val d'Aran,Local,ICGC,82470
82459,2020-06-16,21:23:29.1,42.63 N,2.48 E,11,0.2,Ml,Pyrénées-Orientales,Local,ICGC,82459
82458,2020-06-16,19:34:48.4,42.37 N,1.52 E,10,-0.4,Ml,Alt Urgell,Local,ICGC,82458
82457,2020-06-16,19:16:28.2,42.38 N,1.50 E,4,-0.7,Ml,Alt Urgell,Local,ICGC,82457
82451,2020-06-16,06:21:37.5,41.83 N,2.78 E,5,0.4,Ml,Selva,Local,ICGC,82451
82450,2020-06-16,04:01:35.4,41.95 N,2.61 E,6,-0.2,Ml,Selva,Local,ICGC,82450
82449,2020-06-15,22:09:33.8,41.74 N,2.71 E,6,0.1,Ml,Selva,Local,ICGC,82449
82433,2020-06-14,21:29:42.7,42.48 N,1.07 E,9,-0.6,Ml,Pallars Sobirà,Local,ICGC,82433
82432,2020-06-14,19:27:55.3,41.83 N,2.78 E,10,0.3,Ml,Selva,Local,ICGC,82432
82428,2020-06-14,17:33:48.8,40.23 N,2.57 E,19,1.4,Ml,Mar Mediterrània - Balears,Local,ICGC,82428
82426,2020-06-14,04:51:53.6,42.67 N,2.23 E,6,0.4,Ml,Pyrénées-Orientales,Local,ICGC,82426
82425,2020-06-14,03:18:21.2,42.22 N,1.29 E,7,-0.3,Ml,Alt Urgell,Local,ICGC,82425
82424,2020-06-13,23:20:13.8,42.64 N,0.51 E,5,0.3,Ml,Huesca,Local,ICGC,82424
82415,2020-06-13,14:24:01.8,42.95 N,0.30 E,11,1.1,Ml,Hautes-Pyrénées,Local,ICGC,82415
82418,2020-06-13,12:19:18.9,42.34 N,1.24 E,11,0.2,Ml,Alt Urgell,Local,ICGC,82418
82417,2020-06-13,08:40:14.9,42.49 N,1.80 E,2,-0.2,Ml,Cerdanya,Local,ICGC,82417
82412,2020-06-13,02:13:52.4,40.99 N,1.33 E,0,1.1,Ml,Costa Tarragonès,Local,ICGC,82412
82408,2020-06-13,01:56:26.7,40.98 N,1.30 E,8,1.7,Ml,Costa Tarragonès,Local,ICGC,82408
82413,2020-06-13,01:45:01.8,41.03 N,1.28 E,4,1.2,Ml,Costa Tarragonès,Local,ICGC,82413
82444,2020-06-11,18:28:25.9,42.70 N,2.04 E,13,0.5,Ml,Ariège,Local,ICGC,82444
82401,2020-06-11,12:07:10.9,42.99 N,2.90 E,5,0.8,Ml,Aude,Local,ICGC,82401
